# Total column ozone and ozone profiles measured at Maitri, Antarctica.
# Station: Maitri (WOUDC station 400, GAW ID MTR), 70.45 S, 11.45 E, 330 m.
# Measured by: India Meteorological Department (IMD).
# Station operated by: National Centre for Polar and Ocean Research (NCPOR).
# Archived by: WMO Global Atmosphere Watch / World Ozone and Ultraviolet
#   Radiation Data Centre (WOUDC), https://woudc.org
# Retrieved from the WOUDC data registry API, https://api.woudc.org
# Free and unrestricted for scientific, educational and policy use, on the
# condition that the contributing agency (IMD) and the WOUDC are credited.
# Republished unmodified by NCPOR as part of the Indian Antarctic archive.
# Balloon-borne ozonesonde profiles. One row per measured level.
# Ozone partial pressure in millipascals; pressure in hectopascals.
flight_date_utc,level_index,pressure_hpa,temperature_c,o3_partial_pressure_mpa,flight_total_o3_du,correction_factor
1997-10-07,9,232,-66,5.0,,0
1997-10-07,10,215,-68,4.5,,0
1997-10-07,11,200,-68,4.8,,0
1997-10-07,12,190,-69,4.8,,0
1997-10-07,13,173,-71,4.6,,0
1997-10-07,14,162,-71,4.2,,0
1997-10-07,15,150,-73,4.3,,0
1997-10-07,16,147,-73,4.3,,0
1997-10-07,17,136,-73,3.3,,0
1997-10-07,18,130,-73,3.6,,0
1997-10-07,19,120,-75,4.2,,0
1997-10-07,20,111,-75,2.1,,0
1997-10-07,21,105,-75,1.1,,0
1997-10-07,22,100,-76,0.9,,0
1997-10-07,23,98.2,-76,0.8,,0
1997-10-07,24,81,-77,0.6,,0
1997-10-07,25,70,-77,0.9,,0
1997-10-07,26,67.3,-78,0.8,,0
1997-10-07,27,50,-77,0.8,,0
1997-10-07,28,38.8,-76,0.9,,0
1997-10-07,29,32.1,-75,1.2,,0
1997-10-07,30,30,-74,1.5,,0
1997-10-07,31,27.5,-73,2.2,,0
1997-10-07,32,24,-71,3.3,,0
1997-10-07,33,20.4,-69,4.6,,0
1997-10-07,34,20,-69,4.7,,0
1997-10-07,35,19,-68,4.9,,0
1997-10-07,36,16,-67,6.1,,0
1997-10-07,37,10,-62,5.3,,0
1997-10-07,38,7,-61,5.0,,0
1997-10-07,39,5.4,-61,5.1,,0
1997-10-13,1,974,-8,4.2,,0
1997-10-13,2,870,-17,4.8,,0
1997-10-13,3,770,-23,5.3,,0
1997-10-13,4,700,-25,5.7,,0
1997-10-13,5,648,-26,6.0,,0
1997-10-13,6,584,-31,6.3,,0
1997-10-13,7,500,-37,6.8,,0
1997-10-13,8,404,-46,7.4,,0
1997-10-13,9,340,-47,7.8,,0
1997-10-13,10,300,-60,7.4,,0
1997-10-13,11,298,-60,7.4,,0
1997-10-13,12,262,-65,7.2,,0
1997-10-13,13,248,-67,7.3,,0
1997-10-13,14,225,-69,7.6,,0
1997-10-13,15,212,-70,8.1,,0
1997-10-13,16,203,-70,8.3,,0
1997-10-13,17,200,-70,8.4,,0
1997-10-13,18,184,-72,9.0,,0
1997-10-13,19,170,-72,8.7,,0
1997-10-13,20,150,-74,8.0,,0
1997-10-13,21,147,-74,7.9,,0
1997-10-13,22,132,-75,6.9,,0
1997-10-13,23,124,-76,6.6,,0
1997-10-13,24,114,-77,5.2,,0
1997-10-13,25,108,-78,3.7,,0
1997-10-13,26,100,-78,3.2,,0
1997-10-13,27,93.5,-78,2.9,,0
1997-10-13,28,82.4,-79,2.5,,0
1997-10-13,29,71.3,-78,2.2,,0
1997-10-13,30,70,-79,2.2,,0
1997-10-13,31,59.6,-79,2.1,,0
1997-10-13,32,50,-79,2.0,,0
1997-10-13,33,40,-75,2.1,,0
1997-10-13,34,37,-74,2.5,,0
1997-10-13,35,32.2,-70,4.6,,0
1997-10-13,36,30.9,-68,5.8,,0
1997-10-13,37,30,-68,6.2,,0
1997-10-13,38,29.5,-68,6.4,,0
1997-10-13,39,25.8,-66,8.0,,0
1997-10-13,40,23,-65,8.6,,0
1997-10-13,41,20,-62,8.9,,0
1997-10-13,42,18.7,-62,7.7,,0
1997-10-13,43,17.8,-61,5.4,,0
1997-10-13,44,16.4,-60,2.9,,0
1997-10-13,45,15.4,-59,1.2,,0
1997-10-13,46,13,-59,1.5,,0
1997-10-13,47,10,-50,1.7,,0
1997-10-13,48,7,-44,2.2,,0
1997-10-13,49,5,-39,2.6,,0
1997-10-13,50,4,-37,2.8,,0
1997-11-09,1,986,-10,6.1,,0
1997-11-09,2,800,-19,6.6,,0
1997-11-09,3,700,-23,6.9,,0
1997-11-09,4,690,-23,6.9,,0
1997-11-09,5,664,-23,7.0,,0
1997-11-09,6,555,-31,7.3,,0
1997-11-09,7,500,-37,7.4,,0
1997-11-09,8,475,-40,7.6,,0
1997-11-09,9,445,-43,7.7,,0
1997-11-09,10,422,-45,8.1,,0
1997-11-09,11,410,-47,8.1,,0
1997-11-09,12,400,-48,8.0,,0
1997-11-09,13,384,-50,7.4,,0
1997-11-09,14,350,-53,7.8,,0
1997-11-09,15,326,-55,7.4,,0
1997-11-09,16,310,-56,6.8,,0
1997-11-09,17,300,-58,6.7,,0
1997-11-09,18,284,-60,6.8,,0
1997-11-09,19,266,-62,6.6,,0
1997-11-09,20,258,-63,6.9,,0
1997-11-09,21,250,-64,7.0,,0
1997-11-09,22,220,-66,6.9,,0
1997-11-09,23,204,-67,7.4,,0
1997-11-09,24,200,-67,7.5,,0
1997-11-09,25,190,-67,7.5,,0
1997-11-09,26,180,-68,7.3,,0
1997-11-09,27,153,-69,5.9,,0
1997-11-09,28,150,-70,5.7,,0
1997-11-09,29,135,-71,4.2,,0
1997-11-09,30,132,-71,3.9,,0
1997-11-09,31,120,-72,3.4,,0
1997-11-09,32,100,-72,2.3,,0
1997-11-09,33,95,-74,1.9,,0
1997-11-09,34,88,-74,2.8,,0
1997-11-09,35,83,-74,2.4,,0
1997-11-09,36,78.8,-74,1.8,,0
1997-11-09,37,70,-74,1.8,,0
1997-11-09,38,65.2,-74,1.8,,0
1997-11-09,39,59.1,-73,1.2,,0
1997-11-09,40,55.4,-73,1.4,,0
1997-11-09,41,51,-70,2.0,,0
1997-11-09,42,50,-69,2.2,,0
1997-11-09,43,47.3,-65,2.5,,0
1997-11-09,44,44.1,-64,2.1,,0
1997-11-09,45,39,-61,0.7,,0
1997-11-09,46,34.8,-58,0.5,,0
1997-11-09,47,31.8,-55,1.2,,0
1997-11-09,48,30,-53,2.8,,0
1997-11-09,49,28.4,-51,4.9,,0
1997-11-09,50,27.8,-51,6.3,,0
1997-11-09,51,26,-50,7.7,,0
1997-11-09,52,23.7,-47,8.1,,0
1997-11-09,53,20,-42,8.1,,0
1997-11-09,54,19,-40,8.1,,0
1997-11-09,55,16,-34,8.1,,0
1997-12-04,1,976,4,2.2,,0
1997-12-04,2,910,6,2.2,,0
1997-12-04,3,821,-5,2.2,,0
1997-12-04,4,800,-6,2.2,,0
1997-12-04,5,700,-12,2.2,,0
1997-12-04,6,683,-13,2.2,,0
1997-12-04,7,670,-11,2.2,,0
1997-12-04,8,523,-23,2.2,,0
1997-12-04,9,500,-25,2.2,,0
1997-12-04,10,445,-31,2.2,,0
1997-12-04,11,368,-42,2.1,,0
1997-12-04,12,300,-51,2.0,,0
1997-12-04,13,270,-56,2.1,,0
1997-12-04,14,250,-59,2.2,,0
1997-12-04,15,210,-64,2.6,,0
1997-12-04,16,198,-62,3.9,,0
1997-12-04,17,182,-59,5.0,,0
1997-12-04,18,170,-57,5.1,,0
1997-12-04,19,159,-55,4.9,,0
1997-12-04,20,150,-57,4.9,,0
1997-12-04,21,143,-57,4.8,,0
1997-12-04,22,130,-53,4.4,,0
1997-12-04,23,128,-51,4.5,,0
1997-12-04,24,125,-52,4.7,,0
1997-12-04,25,121,-53,5.1,,0
1997-12-04,26,119,-54,5.6,,0
1997-12-04,27,115,-54,5.6,,0
1997-12-04,28,110,-54,5.3,,0
1997-12-04,29,102,-53,7.1,,0
1997-12-04,30,100,-52,7.3,,0
1997-12-04,31,98,-52,5.1,,0
1997-12-04,32,94.2,-50,2.9,,0
1997-12-04,33,91.5,-50,2.7,,0
1997-12-04,34,80,-45,2.9,,0
1997-12-04,35,73.2,-42,6.2,,0
1997-12-04,36,70,-42,9.5,,0
1997-12-04,37,67.8,-42,9.5,,0
1997-12-04,38,65,-39,8.7,,0
1997-12-04,39,61.3,-37,12.6,,0
1997-12-04,40,59.2,-36,13.0,,0
1997-12-04,41,54.7,-34,16.4,,0
1997-12-04,42,51.8,-33,17.2,,0
1997-12-04,43,50,-32,17.3,,0
1997-12-04,44,47.2,-31,17.5,,0
1997-12-04,45,45.2,-31,17.8,,0
1997-12-04,46,43.5,-32,18.0,,0
1997-12-04,47,41.8,-32,17.8,,0
1997-12-04,48,40.5,-31,17.2,,0
1997-12-04,49,37.2,-30,17.5,,0
1997-12-04,50,34,-29,16.7,,0
1997-12-04,51,31.8,-30,15.8,,0
1997-12-04,52,30,-30,15.6,,0
1997-12-04,53,27,-29,15.3,,0
1997-12-04,54,23.2,-28,14.0,,0
1997-12-04,55,20,-27,12.6,,0
1997-12-04,56,18.2,-27,12.1,,0
1997-12-04,57,17.5,-26,12.4,,0
1997-12-04,58,17,-26,12.9,,0
1997-12-04,59,16.1,-25,13.1,,0
1997-12-04,60,14.5,-24,12.7,,0
1997-12-04,61,12.8,-27,11.5,,0
1997-12-04,62,10,-23,10.7,,0
1997-12-04,63,9.2,-26,10.2,,0
1997-12-04,64,8.9,-27,10.1,,0
1997-12-04,65,5.8,-27,8.9,,0
1997-12-08,1,976,-5,0.4,,0
1997-12-08,2,932,-8,0.8,,0
1997-12-08,3,900,-7,0.9,,0
1997-12-08,4,825,-11,0.8,,0
1997-12-08,5,776,-15,1.5,,0
1997-12-08,6,723,-19,1.1,,0
1997-12-08,7,700,-19,1.1,,0
1997-12-08,8,690,-19,1.0,,0
1997-12-08,9,640,-22,1.5,,0
1997-12-08,10,528,-22,0.9,,0
1997-12-08,11,500,-31,0.8,,0
1997-12-08,12,385,-45,0.4,,0
1997-12-08,13,300,-55,0.1,,0
1997-12-08,14,290,-56,0.2,,0
1997-12-08,15,263,-58,1.1,,0
1997-12-08,16,230,-58,3.0,,0
1997-12-08,17,200,-55,4.0,,0
1997-12-08,18,193,-55,4.1,,0
1997-12-08,19,150,-52,2.2,,0
1997-12-08,20,142,-51,1.8,,0
1997-12-08,21,130,-50,1.8,,0
1997-12-08,22,120,-47,2.2,,0
1997-12-08,23,108,-45,2.9,,0
1997-12-08,24,100,-42,5.2,,0
1997-12-08,25,91.2,-41,6.0,,0
1997-12-08,26,84,-39,11.2,,0
1997-12-08,27,75.7,-39,11.8,,0
1997-12-08,28,70,-39,13.6,,0
1997-12-08,29,68,-38,13.8,,0
1997-12-08,30,62.3,-39,13.2,,0
1997-12-08,31,52.5,-38,14.0,,0
1997-12-08,32,50,-37,13.6,,0
1997-12-08,33,46,-37,13.3,,0
1997-12-08,34,40.5,-37,13.5,,0
1997-12-08,35,35,-35,12.7,,0
1997-12-08,36,32.2,-34,13.4,,0
1997-12-08,37,30,-34,13.0,,0
1997-12-08,38,27.5,-35,12.2,,0
1997-12-08,39,20,-34,9.4,,0
1997-12-08,40,17.2,-34,8.0,,0
1997-12-08,41,11,-29,8.2,,0
1997-12-08,42,10,-30,8.0,,0
1997-12-08,43,7,-30,6.8,,0
1997-12-08,44,6.5,-30,6.6,,0
1997-12-15,1,972,-2,1.6,,0
1997-12-15,2,894,-6,1.4,,0
1997-12-15,3,810,-12,1.2,,0
1997-12-15,4,700,-20,1.0,,0
1997-12-15,5,683,-23,0.9,,0
1997-12-15,6,556,-33,0.7,,0
1997-12-15,7,500,-39,0.8,,0
1997-12-15,8,445,-44,0.8,,0
1997-12-15,9,389,-48,1.5,,0
1997-12-15,10,352,-48,2.2,,0
1997-12-15,11,335,-48,2.6,,0
1997-12-15,12,322,-48,3.4,,0
1997-12-15,13,315,-48,3.5,,0
1997-12-15,14,304,-48,3.7,,0
1997-12-15,15,300,-47,3.9,,0
1997-12-15,16,285,-47,4.5,,0
1997-12-15,17,270,-47,5.0,,0
1997-12-15,18,252,-47,5.4,,0
1997-12-15,19,230,-45,5.5,,0
1997-12-15,20,222,-45,5.0,,0
1997-12-15,21,218,-45,5.3,,0
1997-12-15,22,210,-45,4.7,,0
1997-12-15,23,204,-44,4.9,,0
1997-12-15,24,200,-45,5.3,,0
1997-12-15,25,195,-45,4.7,,0
1997-12-15,26,190,-44,4.5,,0
1997-12-15,27,188,-44,4.7,,0
1997-12-15,28,180,-44,5.2,,0
1997-12-15,29,172,-44,5.0,,0
1997-12-15,30,155,-44,6.4,,0
1997-12-15,31,150,-44,6.7,,0
1997-12-15,32,147,-43,6.7,,0
1997-12-15,33,140,-43,6.3,,0
1997-12-15,34,139,-43,5.8,,0
1997-12-15,35,131,-42,6.9,,0
1997-12-15,36,128,-42,7.0,,0
1997-12-15,37,124,-42,7.0,,0
1997-12-15,38,121,-42,6.9,,0
1997-12-15,39,120,-41,7.8,,0
1997-12-15,40,110,-41,9.3,,0
1997-12-15,41,103,-40,9.2,,0
1997-12-15,42,100,-40,9.9,,0
1997-12-15,43,97.5,-40,10.7,,0
1997-12-15,44,94.8,-40,8.3,,0
1997-12-15,45,89.4,-40,9.5,,0
1997-12-15,46,85.8,-40,9.5,,0
1997-12-15,47,82.5,-39,10.3,,0
1997-12-15,48,78.8,-38,12.2,,0
1997-12-15,49,77,-38,12.9,,0
1997-12-15,50,75.2,-38,12.8,,0
1997-12-15,51,70,-38,13.0,,0
1997-12-15,52,63.5,-38,12.9,,0
1997-12-15,53,61.2,-37,13.6,,0
1997-12-15,54,57.7,-37,13.6,,0
1997-12-15,55,50,-35,14.2,,0
1997-12-15,56,46.8,-36,14.0,,0
1997-12-15,57,44.4,-35,14.1,,0
1997-12-15,58,42.8,-35,14.4,,0
1997-12-15,59,40,-35,13.7,,0
1997-12-15,60,38.2,-35,13.0,,0
1997-12-15,61,36.7,-35,13.3,,0
1997-12-15,62,32.8,-35,12.2,,0
1997-12-15,63,30,-36,11.5,,0
1997-12-15,64,24,-35,10.0,,0
1997-12-15,65,20.4,-35,10.2,,0
1997-12-15,66,20,-35,10.1,,0
1997-12-15,67,16.5,-33,9.5,,0
1997-12-15,68,14.1,-32,7.8,,0
1997-12-15,69,13.9,-32,7.9,,0
1997-12-15,70,13,-31,8.8,,0
1997-12-15,71,12.6,-31,9.1,,0
1997-12-15,72,11.9,-31,9.1,,0
1997-12-15,73,10.9,-31,8.4,,0
1997-12-15,74,10,-30,8.2,,0
1997-12-15,75,8.2,-30,7.5,,0
1997-12-15,76,7.5,-30,6.9,,0
1997-12-15,77,7,-29,6.7,,0
1997-12-15,78,5.9,-29,6.2,,0
1997-12-15,79,5.4,-26,5.9,,0
1997-12-15,80,5,-27,5.7,,0
1997-12-29,1,974,1,0.8,,0
1997-12-29,2,900,-5,0.9,,0
1997-12-29,3,842,-10,1.0,,0
1997-12-29,4,765,-13,1.2,,0
1997-12-29,5,700,-17,1.5,,0
1997-12-29,6,670,-19,1.7,,0
1997-12-29,7,667,-19,1.7,,0
1997-12-29,8,640,-20,1.5,,0
1997-12-29,9,608,-21,2.2,,0
1997-12-29,10,520,-28,2.0,,0
1997-12-29,11,500,-30,2.0,,0
1997-12-29,12,485,-31,2.0,,0
1997-12-29,13,380,-41,1.6,,0
1997-12-29,14,300,-51,1.7,,0
1997-12-29,15,288,-52,1.7,,0
1997-12-29,16,276,-52,1.8,,0
1997-12-29,17,260,-52,4.9,,0
1997-12-29,18,250,-51,5.8,,0
1997-12-29,19,242,-49,5.8,,0
1997-12-29,20,200,-46,5.7,,0
1997-12-29,21,150,-44,5.7,,0
1997-12-29,22,139,-43,6.2,,0
1997-12-29,23,130,-43,5.6,,0
1997-12-29,24,125,-42,6.3,,0
1997-12-29,25,116,-41,5.7,,0
1997-12-29,26,108,-40,7.7,,0
1997-12-29,27,100,-41,7.4,,0
1997-12-29,28,84,-40,9.2,,0
1997-12-29,29,81.3,-39,9.6,,0
1997-12-29,30,80,-39,10.0,,0
1997-12-29,31,73,-39,11.5,,0
1997-12-29,32,70,-38,11.9,,0
1997-12-29,33,61.5,-37,13.4,,0
1997-12-29,34,57,-37,13.0,,0
1997-12-29,35,55.2,-37,12.7,,0
1997-12-29,36,50,-36,14.4,,0
1997-12-29,37,46.2,-34,14.5,,0
1997-12-29,38,40,-34,15.1,,0
1997-12-29,39,36.2,-34,13.3,,0
1997-12-29,40,31.2,-34,14.3,,0
1997-12-29,41,30,-34,13.6,,0
1997-12-29,42,22,-31,11.9,,0
1997-12-29,43,20,-32,11.3,,0
1997-12-29,44,18,-32,11.0,,0
1997-12-29,45,16,-33,11.2,,0
1997-12-29,46,14.2,-33,11.3,,0
1997-12-29,47,10.5,-30,10.7,,0
1997-12-29,48,10,-29,10.8,,0
1997-12-29,49,8.5,-30,11.3,,0
1998-01-06,1,973,4,2.4,,0
1998-01-06,2,909,2,3.4,,0
1998-01-06,3,834,-1,3.7,,0
1998-01-06,4,776,-5,3.8,,0
1998-01-06,5,700,-10,3.8,,0
1998-01-06,6,680,-12,3.7,,0
1998-01-06,7,638,-10,3.5,,0
1998-01-06,8,557,-18,3.5,,0
1998-01-06,9,539,-20,3.6,,0
1998-01-06,10,510,-23,4.4,,0
1998-01-06,11,500,-24,3.8,,0
1998-01-06,12,490,-25,3.8,,0
1998-01-06,13,462,-28,4.9,,0
1998-01-06,14,444,-29,5.7,,0
1998-01-06,15,431,-31,4.9,,0
1998-01-06,16,427,-33,3.8,,0
1998-01-06,17,391,-35,5.0,,0
1998-01-06,18,381,-36,4.7,,0
1998-01-06,19,368,-38,4.1,,0
1998-01-06,20,340,-42,5.2,,0
1998-01-06,21,320,-44,7.0,,0
1998-01-06,22,305,-46,7.0,,0
1998-01-06,23,300,-47,7.3,,0
1998-01-06,24,286,-48,8.4,,0
1998-01-06,25,270,-48,7.8,,0
1998-01-06,26,257,-48,7.0,,0
1998-01-06,27,254,-49,9.0,,0
1998-01-06,28,236,-49,9.0,,0
1998-01-06,29,226,-49,9.3,,0
1998-01-06,30,200,-48,9.2,,0
1998-01-06,31,177,-48,9.0,,0
1998-01-06,32,168,-47,8.1,,0
1998-01-06,33,153,-47,8.2,,0
1998-01-06,34,150,-48,8.1,,0
1998-01-06,35,145,-47,7.8,,0
1998-01-06,36,120,-47,6.8,,0
1998-01-06,37,110,-47,5.7,,0
1998-01-06,38,105,-46,4.5,,0
1998-01-06,39,100,-45,5.0,,0
1998-01-06,40,80,-45,7.8,,0
1998-01-06,41,75.2,-41,7.8,,0
1998-01-06,42,69.1,-39,7.3,,0
1998-01-06,43,65,-39,8.7,,0
1998-01-06,44,61,-39,9.8,,0
1998-01-06,45,56.5,-39,12.2,,0
1998-01-06,46,50,-39,12.5,,0
1998-01-06,47,44.5,-39,12.5,,0
1998-01-06,48,40.2,-39,14.5,,0
1998-01-06,49,35.7,-39,14.0,,0
1998-01-06,50,32.3,-37,15.1,,0
1998-01-06,51,30.8,-36,15.2,,0
1998-01-06,52,30,-36,15.1,,0
1998-01-06,53,25,-38,13.6,,0
1998-01-06,54,21.6,-36,15.1,,0
1998-01-06,55,20,-36,15.7,,0
1998-01-06,56,19,-36,15.9,,0
1998-01-06,57,11.5,-36,14.5,,0
1998-01-06,58,10,-37,14.7,,0
1998-01-06,59,8,-35,14.9,,0
1998-01-16,1,973,-1,2.9,,0
1998-01-16,2,870,-6,2.3,,0
1998-01-16,3,840,-9,2.1,,0
1998-01-16,4,765,-14,1.9,,0
1998-01-16,5,725,-14,2.0,,0
1998-01-16,6,700,-20,1.7,,0
1998-01-16,7,600,-27,1.6,,0
1998-01-16,8,540,-33,1.6,,0
1998-01-16,9,500,-36,1.6,,0
1998-01-16,10,488,-37,1.7,,0
1998-01-16,11,462,-38,2.5,,0
1998-01-16,12,450,-38,2.3,,0
1998-01-16,13,425,-40,2.5,,0
1998-01-16,14,410,-42,2.3,,0
1998-01-16,15,386,-44,2.4,,0
1998-01-16,16,370,-47,3.0,,0
1998-01-16,17,355,-47,2.9,,0
1998-01-16,18,342,-49,2.3,,0
1998-01-16,19,320,-52,2.9,,0
1998-01-16,20,310,-52,3.3,,0
1998-01-16,21,300,-52,4.1,,0
1998-01-16,22,290,-52,6.2,,0
1998-01-16,23,272,-50,6.8,,0
1998-01-16,24,258,-47,7.0,,0
1998-01-16,25,230,-46,7.1,,0
1998-01-16,26,220,-44,6.5,,0
1998-01-16,27,213,-44,6.8,,0
1998-01-16,28,205,-43,6.4,,0
1998-01-16,29,200,-43,6.1,,0
1998-01-16,30,190,-43,6.4,,0
1998-01-16,31,182,-43,6.4,,0
1998-01-16,32,180,-43,6.2,,0
1998-01-16,33,160,-40,6.1,,0
1998-01-16,34,155,-42,5.1,,0
1998-01-16,35,150,-41,5.2,,0
1998-01-16,36,140,-40,5.8,,0
1998-01-16,37,132,-40,6.1,,0
1998-01-16,38,120,-42,6.3,,0
1998-01-16,39,110,-42,6.7,,0
1998-01-16,40,100,-42,7.9,,0
1998-01-16,41,96,-42,8.6,,0
1998-01-16,42,95.7,-41,9.4,,0
1998-01-16,43,91,-41,11.0,,0
1998-01-16,44,81.5,-41,11.5,,0
1998-01-16,45,77.3,-42,10.2,,0
1998-01-16,46,73,-41,10.2,,0
1998-01-16,47,70,-41,11.2,,0
1998-01-16,48,61.1,-40,14.4,,0
1998-01-16,49,56.8,-40,14.7,,0
1998-01-16,50,55.2,-41,13.9,,0
1998-01-16,51,50,-39,15.1,,0
1998-01-16,52,48.8,-39,14.7,,0
1998-01-16,53,48,-39,14.4,,0
1998-01-16,54,40.5,-38,15.4,,0
1998-01-16,55,38.5,-36,16.2,,0
1998-01-16,56,36.2,-36,15.2,,0
1998-01-16,57,33,-36,14.0,,0
1998-01-16,58,31,-36,14.3,,0
1998-01-16,59,30,-37,13.7,,0
1998-01-16,60,27,-36,11.9,,0
1998-01-16,61,26.5,-36,10.9,,0
1998-01-16,62,26,-35,9.6,,0
1998-01-16,63,25,-36,7.3,,0
1998-01-16,64,23,-37,6.7,,0
1998-01-16,65,22,-36,6.2,,0
1998-01-16,66,21.2,-35,3.5,,0
1998-01-16,67,20.9,-35,2.1,,0
1998-01-16,68,20,-34,1.7,,0
1998-01-16,69,19,-33,1.8,,0
1998-01-16,70,18.5,-33,1.9,,0
1998-01-16,71,18,-33,2.4,,0
1998-01-16,72,17.6,-33,3.2,,0
1998-01-16,73,17,-33,5.4,,0
1998-01-16,74,16.9,-34,5.8,,0
1998-01-16,75,16.2,-35,5.1,,0
1998-01-16,76,16,-33,5.4,,0
1998-01-16,77,15.8,-33,6.7,,0
1998-01-16,78,15.5,-33,5.1,,0
1998-01-16,79,14.8,-33,3.7,,0
1998-01-20,1,963,1,1.2,,0
1998-01-20,2,944,-1,2.0,,0
1998-01-20,3,910,-4,1.3,,0
1998-01-20,4,815,-8,1.5,,0
1998-01-20,5,800,-14,0.4,,0
1998-01-20,6,751,-17,0.5,,0
1998-01-20,7,700,-21,0.8,,0
1998-01-20,8,660,-24,0.8,,0
1998-01-20,9,603,-28,0.8,,0
1998-01-20,10,553,-30,0.7,,0
1998-01-20,11,500,-35,0.7,,0
1998-01-20,12,410,-45,0.9,,0
1998-01-20,13,363,-49,0.8,,0
1998-01-20,14,350,-50,0.7,,0
1998-01-20,15,340,-51,0.7,,0
1998-01-20,16,300,-51,3.3,,0
1998-01-20,17,270,-47,5.5,,0
1998-01-20,18,260,-45,5.8,,0
1998-01-20,19,250,-43,5.7,,0
1998-01-20,20,200,-42,5.3,,0
1998-01-20,21,171,-42,5.3,,0
1998-01-20,22,165,-41,5.0,,0
1998-01-20,23,150,-43,4.8,,0
1998-01-20,24,130,-44,6.7,,0
1998-01-20,25,119,-44,7.4,,0
1998-01-20,26,100,-43,11.4,,0
1998-01-20,27,90.3,-42,13.5,,0
1998-01-20,28,86.5,-42,13.9,,0
1998-01-20,29,82.5,-42,13.2,,0
1998-01-20,30,77.3,-42,11.6,,0
1998-01-20,31,74,-42,11.4,,0
1998-01-20,32,70,-42,12.5,,0
1998-01-20,33,64.2,-41,15.2,,0
1998-01-20,34,59.8,-40,15.7,,0
1998-01-20,35,56,-39,16.4,,0
1998-01-20,36,54,-40,16.4,,0
1998-01-20,37,51,-39,16.2,,0
1998-01-20,38,50,-39,16.3,,0
1998-01-20,39,47.8,-39,17.0,,0
1998-01-20,40,45.2,-39,16.9,,0
1998-01-20,41,37,-38,15.5,,0
1998-01-20,42,30,-37,13.2,,0
1998-01-20,43,29,-37,12.9,,0
1998-01-20,44,26.7,-37,14.6,,0
1998-01-20,45,24,-37,14.6,,0
1998-01-20,46,20,-37,13.4,,0
1998-01-20,47,15,-36,12.1,,0
1998-01-20,48,10,-34,11.4,,0
1998-01-20,49,9,-34,11.2,,0
1998-01-29,1,950,-8,1.9,,0
1998-01-29,2,885,-12,1.9,,0
1998-01-29,3,840,-12,1.9,,0
1998-01-29,4,700,-21,1.2,,0
1998-01-29,5,690,-23,1.1,,0
1998-01-29,6,580,-31,1.1,,0
1998-01-29,7,500,-36,1.0,,0
1998-01-29,8,470,-39,1.1,,0
1998-01-29,9,388,-46,1.5,,0
1998-01-29,10,375,-47,1.7,,0
1998-01-29,11,370,-48,1.5,,0
1998-01-29,12,332,-52,1.6,,0
1998-01-29,13,313,-55,1.2,,0
1998-01-29,14,300,-56,1.9,,0
1998-01-29,15,290,-55,3.5,,0
1998-01-29,16,250,-50,5.8,,0
1998-01-29,17,230,-49,5.8,,0
1998-01-29,18,222,-50,5.1,,0
1998-01-29,19,208,-49,5.8,,0
1998-01-29,20,200,-48,5.8,,0
1998-01-29,21,187,-49,5.5,,0
1998-01-29,22,165,-48,5.9,,0
1998-01-29,23,160,-49,5.8,,0
1998-01-29,24,150,-47,6.5,,0
1998-01-29,25,130,-46,7.8,,0
1998-01-29,26,120,-47,8.9,,0
1998-01-29,27,110,-48,8.7,,0
1998-01-29,28,105,-47,6.5,,0
1998-01-29,29,100,-47,9.1,,0
1998-01-29,30,95,-47,9.7,,0
1998-01-29,31,90,-46,9.7,,0
1998-01-29,32,89,-47,9.7,,0
1998-01-29,33,87,-46,11.3,,0
1998-01-29,34,80,-46,12.0,,0
1998-01-29,35,74,-45,12.3,,0
1998-01-29,36,72,-44,12.5,,0
1998-01-29,37,70,-44,12.4,,0
1998-01-29,38,62,-45,13.4,,0
1998-01-29,39,55.5,-43,13.8,,0
1998-01-29,40,52.7,-43,13.4,,0
1998-01-29,41,50,-43,13.5,,0
1998-01-29,42,46.2,-43,13.5,,0
1998-01-29,43,40.9,-43,12.0,,0
1998-01-29,44,38.8,-43,12.0,,0
1998-01-29,45,35,-42,13.5,,0
1998-01-29,46,33.7,-42,13.1,,0
1998-01-29,47,32.7,-41,11.9,,0
1998-01-29,48,31.5,-41,11.2,,0
1998-01-29,49,30.9,-41,11.1,,0
1998-01-29,50,30,-41,11.4,,0
1998-01-29,51,28.2,-40,12.7,,0
1998-01-29,52,26.5,-41,13.0,,0
1998-01-29,53,22.5,-40,12.3,,0
1998-01-29,54,21.1,-40,12.3,,0
1998-01-29,55,20,-40,12.4,,0
1998-01-29,56,19,-40,12.7,,0
1998-01-29,57,12.9,-38,12.2,,0
1998-01-29,58,11,-37,12.1,,0
1998-01-29,59,10.5,-37,11.8,,0
1998-01-29,60,10,-37,9.8,,0
1998-02-02,1,973,-2,0.4,,0
1998-02-02,2,962,-2,1.7,,0
1998-02-02,3,900,-7,2.0,,0
1998-02-02,4,822,-12,1.9,,0
1998-02-02,5,772,-16,1.8,,0
1998-02-02,6,730,-18,1.8,,0
1998-02-02,7,700,-19,1.4,,0
1998-02-02,8,662,-21,1.5,,0
1998-02-02,9,620,-26,1.4,,0
1998-02-02,10,575,-27,1.5,,0
1998-02-02,11,560,-28,1.7,,0
1998-02-02,12,530,-29,2.2,,0
