# Total column ozone and ozone profiles measured at Maitri, Antarctica.
# Station: Maitri (WOUDC station 400, GAW ID MTR), 70.45 S, 11.45 E, 330 m.
# Measured by: India Meteorological Department (IMD).
# Station operated by: National Centre for Polar and Ocean Research (NCPOR).
# Archived by: WMO Global Atmosphere Watch / World Ozone and Ultraviolet
#   Radiation Data Centre (WOUDC), https://woudc.org
# Retrieved from the WOUDC data registry API, https://api.woudc.org
# Free and unrestricted for scientific, educational and policy use, on the
# condition that the contributing agency (IMD) and the WOUDC are credited.
# Republished unmodified by NCPOR as part of the Indian Antarctic archive.
# Balloon-borne ozonesonde profiles. One row per measured level.
# Ozone partial pressure in millipascals; pressure in hectopascals.
flight_date_utc,level_index,pressure_hpa,temperature_c,o3_partial_pressure_mpa,flight_total_o3_du,correction_factor
1995-01-28,49,13.5,-34,9.5,,0
1995-01-28,50,11,-31,9.5,,0
1995-01-28,51,10,-30,9.4,,0
1995-01-28,52,8,-31,8.7,,0
1995-02-16,1,972,-3,1.5,,0
1995-02-16,2,840,-16,1.4,,0
1995-02-16,3,775,-21,1.5,,0
1995-02-16,4,700,-24,1.5,,0
1995-02-16,5,580,-29,1.0,,0
1995-02-16,6,520,-35,0.3,,0
1995-02-16,7,500,-37,0.5,,0
1995-02-16,8,450,-43,1.0,,0
1995-02-16,9,425,-45,0.5,,0
1995-02-16,10,390,-52,1.1,,0
1995-02-16,11,360,-55,1.2,,0
1995-02-16,12,334,-55,1.9,,0
1995-02-16,13,320,-55,2.8,,0
1995-02-16,14,300,-54,3.4,,0
1995-02-16,15,242,-51,4.7,,0
1995-02-16,16,225,-48,4.4,,0
1995-02-16,17,200,-49,4.5,,0
1995-02-16,18,190,-50,4.5,,0
1995-02-16,19,185,-50,4.0,,0
1995-02-16,20,170,-48,4.1,,0
1995-02-16,21,164,-48,4.6,,0
1995-02-16,22,150,-49,4.8,,0
1995-02-16,23,135,-50,6.3,,0
1995-02-16,24,125,-48,7.0,,0
1995-02-16,25,120,-48,7.0,,0
1995-02-16,26,105,-48,8.9,,0
1995-02-16,27,100,-48,9.0,,0
1995-02-16,28,95,-48,10.0,,0
1995-02-16,29,92.5,-47,9.0,,0
1995-02-16,30,83,-49,11.5,,0
1995-02-16,31,77.5,-47,12.0,,0
1995-02-16,32,72,-46,11.8,,0
1995-02-16,33,70,-45,11.6,,0
1995-02-16,34,61,-45,10.4,,0
1995-02-16,35,58,-45,10.4,,0
1995-02-16,36,56,-46,10.0,,0
1995-02-16,37,50,-45,9.2,,0
1995-02-16,38,48,-43,8.9,,0
1995-02-16,39,42.5,-44,8.9,,0
1995-02-16,40,36.5,-45,8.2,,0
1995-02-16,41,34,-43,8.4,,0
1995-02-16,42,30,-42,7.0,,0
1995-02-16,43,27.4,-42,6.3,,0
1995-02-16,44,21.5,-40,6.4,,0
1995-02-16,45,20,-40,6.1,,0
1995-02-16,46,15,-40,5.6,,0
1995-02-16,47,10,-39,3.5,,0
1995-02-16,48,9,-38,2.8,,0
1995-02-16,49,8,-37,2.6,,0
1995-02-16,50,7,-35,2.0,,0
1995-02-16,51,5.6,-34,1.7,,0
1995-02-18,1,976,-4,11.1,,0
1995-02-18,2,960,-6,1.6,,0
1995-02-18,3,868,-10,1.3,,0
1995-02-18,4,850,-10,1.2,,0
1995-02-18,5,810,-13,1.0,,0
1995-02-18,6,790,-16,1.1,,0
1995-02-18,7,714,-22,0.9,,0
1995-02-18,8,700,-22,1.1,,0
1995-02-18,9,652,-24,0.8,,0
1995-02-18,10,564,-29,0.9,,0
1995-02-18,11,510,-34,0.9,,0
1995-02-18,12,500,-34,0.9,,0
1995-02-18,13,478,-36,1.1,,0
1995-02-18,14,426,-41,0.7,,0
1995-02-18,15,398,-45,0.8,,0
1995-02-18,16,354,-51,0.7,,0
1995-02-18,17,304,-60,0.3,,0
1995-02-18,18,300,-60,0.3,,0
1995-02-18,19,294,-61,0.5,,0
1995-02-18,20,268,-56,3.5,,0
1995-02-18,21,262,-55,4.0,,0
1995-02-18,22,232,-50,5.1,,0
1995-02-18,23,229,-50,4.6,,0
1995-02-18,24,200,-49,4.6,,0
1995-02-18,25,185,-48,4.5,,0
1995-02-18,26,177,-48,5.3,,0
1995-02-18,27,168,-48,4.1,,0
1995-02-18,28,150,-49,5.3,,0
1995-02-18,29,142,-49,5.3,,0
1995-02-18,30,140,-49,4.5,,0
1995-02-18,31,120,-49,5.4,,0
1995-02-18,32,111,-50,6.3,,0
1995-02-18,33,109,-50,6.5,,0
1995-02-18,34,102,-50,9.4,,0
1995-02-18,35,100,-50,10.5,,0
1995-02-18,36,94,-50,11.0,,0
1995-02-18,37,87.5,-50,9.8,,0
1995-02-18,38,80.3,-49,11.2,,0
1995-02-18,39,75,-49,11.7,,0
1995-02-18,40,72,-49,12.2,,0
1995-02-18,41,70,-50,12.4,,0
1995-02-18,42,64.8,-50,12.5,,0
1995-02-18,43,58,-49,13.7,,0
1995-02-18,44,54.7,-49,13.3,,0
1995-02-18,45,52.7,-48,13.7,,0
1995-02-18,46,50,-48,13.9,,0
1995-02-18,47,48.5,-48,13.7,,0
1995-02-18,48,41.7,-48,13.9,,0
1995-02-18,49,40.8,-48,13.8,,0
1995-02-18,50,37.5,-48,12.4,,0
1995-02-18,51,35.8,-48,12.0,,0
1995-02-18,52,34,-48,12.1,,0
1995-02-18,53,32.2,-47,12.4,,0
1995-02-18,54,31,-47,12.1,,0
1995-02-18,55,30,-47,11.5,,0
1995-02-18,56,28.9,-47,11.0,,0
1995-02-18,57,22.5,-46,9.0,,0
1995-02-18,58,21,-46,8.7,,0
1995-02-18,59,20,-46,8.4,,0
1995-02-18,60,19.4,-46,8.1,,0
1995-02-18,61,18,-46,7.4,,0
1995-02-18,62,16.5,-46,6.8,,0
1995-02-18,63,16,-46,6.4,,0
1995-02-18,64,14,-44,5.4,,0
1995-03-30,1,976,-14,3.5,,0
1995-03-30,2,948,-15,3.5,,0
1995-03-30,3,790,-26,3.0,,0
1995-03-30,4,760,-29,2.8,,0
1995-03-30,5,700,-34,2.8,,0
1995-03-30,6,640,-32,2.8,,0
1995-03-30,7,600,-32,2.5,,0
1995-03-30,8,560,-38,2.3,,0
1995-03-30,9,524,-42,2.2,,0
1995-03-30,10,500,-44,2.3,,0
1995-03-30,11,470,-46,2.2,,0
1995-03-30,12,445,-49,2.2,,0
1995-03-30,13,444,-48,2.0,,0
1995-03-30,14,357,-67,1.8,,0
1995-03-30,15,318,-73,1.4,,0
1995-03-30,16,310,-75,1.4,,0
1995-03-30,17,300,-76,1.8,,0
1995-03-30,18,290,-77,2.3,,0
1995-03-30,19,279,-81,2.1,,0
1995-03-30,20,270,-82,3.2,,0
1995-03-30,21,250,-79,4.4,,0
1995-03-30,22,228,-72,6.2,,0
1995-03-30,23,213,-65,6.5,,0
1995-03-30,24,200,-61,6.8,,0
1995-03-30,25,187,-64,7.2,,0
1995-03-30,26,160,-69,6.9,,0
1995-03-30,27,157,-69,6.4,,0
1995-03-30,28,150,-65,7.9,,0
1995-03-30,29,145,-67,9.4,,0
1995-03-30,30,136,-67,11.0,,0
1995-03-30,31,130,-67,11.3,,0
1995-03-30,32,119,-66,12.5,,0
1995-03-30,33,100,-66,13.8,,0
1995-03-30,34,90,-67,14.5,,0
1995-03-30,35,80,-67,15.5,,0
1995-03-30,36,76,,14.5,,0
1995-03-30,37,71.1,,15.2,,0
1995-03-30,38,70,,15.5,,0
1995-03-30,39,68,,16.4,,0
1995-03-30,40,65,,17.1,,0
1995-03-30,41,63.9,,17.9,,0
1995-03-30,42,59,,17.9,,0
1995-03-30,43,52.5,,1.0,,0
1995-03-30,44,50,,17.8,,0
1995-03-30,45,48,,17.6,,0
1995-03-30,46,40.5,,15.7,,0
1995-03-30,47,38.2,,15.5,,0
1995-03-30,48,34.2,,14.3,,0
1995-03-30,49,31.2,,13.1,,0
1995-03-30,50,30,,12.4,,0
1995-03-30,51,24.3,,9.4,,0
1995-03-30,52,21.6,,8.9,,0
1995-03-30,53,20,,8.3,,0
1995-03-30,54,16,,6.9,,0
1995-03-30,55,15.2,,7.2,,0
1995-03-30,56,14.5,,7.2,,0
1995-03-30,57,14,,7.2,,0
1995-03-30,58,13.3,,6.9,,0
1995-03-30,59,11.1,,5.6,,0
1995-03-30,60,10,,5.3,,0
1995-10-02,1,958,-11,1.0,,0
1995-10-02,2,914,-14,2.2,,0
1995-10-02,3,887,-17,2.3,,0
1995-10-02,4,870,-18,2.2,,0
1995-10-02,5,720,-32,2.0,,0
1995-10-02,6,700,-33,1.8,,0
1995-10-02,7,630,-37,1.7,,0
1995-10-02,8,585,-39,1.7,,0
1995-10-02,9,545,-41,1.6,,0
1995-10-02,10,500,-46,1.5,,0
1995-10-02,11,475,-49,1.5,,0
1995-10-02,12,430,-55,1.5,,0
1995-10-02,13,400,-60,1.4,,0
1995-10-02,14,370,-63,1.6,,0
1995-10-02,15,344,-67,1.9,,0
1995-10-02,16,315,-71,1.8,,0
1995-10-02,17,305,-72,2.6,,0
1995-10-02,18,300,-73,3.1,,0
1995-10-02,19,270,-77,3.1,,0
1995-10-02,20,250,-80,3.1,,0
1995-10-02,21,245,-80,3.1,,0
1995-10-02,22,235,-80,3.9,,0
1995-10-02,23,210,-84,4.2,,0
1995-10-02,24,200,-86,4.4,,0
1995-10-02,25,190,-86,4.4,,0
1995-10-02,26,178,-87,4.8,,0
1995-10-02,27,150,-87,3.8,,0
1995-10-02,28,140,-90,3.4,,0
1995-10-02,29,127,,4.9,,0
1995-10-02,30,120,,4.8,,0
1995-10-02,31,100,,2.4,,0
1995-10-02,32,98.8,,1.1,,0
1995-10-02,33,82,,1.0,,0
1995-10-02,34,74.2,,1.5,,0
1995-10-02,35,70,,1.2,,0
1995-10-02,36,63.5,,1.2,,0
1995-10-02,37,59.8,,1.7,,0
1995-10-02,38,54,,1.3,,0
1995-10-02,39,50,,1.4,,0
1995-10-02,40,44,,1.8,,0
1995-10-02,41,41.3,,3.9,,0
1995-10-02,42,39.5,,4.9,,0
1995-10-02,43,35,,2.2,,0
1995-10-02,44,33,,2.2,,0
1995-10-02,45,30,,2.6,,0
1995-10-02,46,25.5,-88,4.8,,0
1995-10-02,47,23,-85,5.8,,0
1995-10-02,48,21,-83,6.2,,0
1995-10-02,49,20,-80,6.3,,0
1995-10-02,50,19,-77,6.5,,0
1995-10-02,51,17,-75,6.1,,0
1995-10-02,52,16,-74,6.1,,0
1995-10-02,53,15,-71,5.9,,0
1995-10-02,54,13.5,-70,5.2,,0
1995-10-02,55,13,-69,3.8,,0
1995-10-02,56,12.5,-68,3.7,,0
1995-10-02,57,11,-65,3.6,,0
1995-10-02,58,10.5,-63,3.3,,0
1995-10-02,59,10,-63,3.7,,0
1995-10-02,60,9,-63,3.7,,0
1995-10-02,61,8,-63,3.7,,0
1995-10-02,62,7,-63,3.6,,0
1995-10-02,63,6.5,-62,3.7,,0
1995-10-08,1,977,-17,2.2,,0
1995-10-08,2,890,-13,1.9,,0
1995-10-08,3,860,-16,2.1,,0
1995-10-08,4,809,-17,2.1,,0
1995-10-08,5,760,-23,1.6,,0
1995-10-08,6,700,-28,1.5,,0
1995-10-08,7,668,-30,1.8,,0
1995-10-08,8,648,-30,1.5,,0
1995-10-08,9,610,-31,1.5,,0
1995-10-08,10,570,-31,1.5,,0
1995-10-08,11,545,-32,1.5,,0
1995-10-08,12,500,-35,1.4,,0
1995-10-08,13,430,-49,1.1,,0
1995-10-08,14,378,-53,1.1,,0
1995-10-08,15,340,-61,0.6,,0
1995-10-08,16,300,-68,0.4,,0
1995-10-08,17,280,-75,0.7,,0
1995-10-08,18,260,-80,0.5,,0
1995-10-08,19,250,-84,0.9,,0
1995-10-08,20,225,-88,1.1,,0
1995-10-08,21,210,-88,1.9,,0
1995-10-08,22,200,-89,2.1,,0
1995-10-08,23,190,-89,2.9,,0
1995-10-08,24,180,-89,2.7,,0
1995-10-08,25,165,-90,2.7,,0
1995-10-08,26,150,-90,3.3,,0
1995-10-08,27,140,-90,2.9,,0
1995-10-08,28,137,-90,2.8,,0
1995-10-08,29,131,-90,3.4,,0
1995-10-08,30,120,-90,2.5,,0
1995-10-08,31,118,-90,1.9,,0
1995-10-08,32,112,-90,1.3,,0
1995-10-08,33,102,-90,0.3,,0
1995-10-08,34,100,-90,0.3,,0
1995-10-08,35,91,-90,0.4,,0
1995-10-08,36,90,-90,0.4,,0
1995-10-08,37,89,-90,0.4,,0
1995-10-08,38,83,-90,0.2,,0
1995-10-08,39,75,-90,0.1,,0
1995-10-08,40,70,-90,0.1,,0
1995-10-08,41,60.8,-90,0.3,,0
1995-10-08,42,62,-90,0.3,,0
1995-10-08,43,53.5,-90,0.5,,0
1995-10-08,44,50,-90,0.5,,0
